movieId,title,genres,year,imdbId,imdbLink,poster,youtubeId
10,11,"American President, The","Comedy, Drama, Romance",1995,112346,http://www.imdb.com/title/tt112346,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDU2NDYzOF5BMl5BanBnXkFtZTYwNDk5MDI5._V1_UY268_CR4,0,182,268_AL_.jpg",UrC75wUKoFM
11,12,Dracula: Dead and Loving It,"Comedy, Horror",1995,112896,http://www.imdb.com/title/tt112896,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWQ0ZDFmYzMtZGMyMi00NmYxLWE0MGYtYzM2ZGNhMTE1NTczL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjM5ODMxODc@._V1_UX182_CR0,0,182,268_AL_.jpg",tVdn8JH91Dg
12,13,Balto,"Adventure, Animation, Children",1995,112453,http://www.imdb.com/title/tt112453,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjBhNmFlZjMtMzhlYy00NDBlLWFiMjctMmE0ZjgwOGM2MTNmXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UX182_CR0,0,182,268_AL_.jpg",a6lGULmQdb0
13,14,Nixon,Drama,1995,113987,http://www.imdb.com/title/tt113987,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzBlOWY0ZmEtZjdkYS00ZGU0LWEwN2YtYzBkNDM5ZDBjMmI1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg",dO2LWKpeyI8
14,15,Cutthroat Island,"Action, Adventure, Romance",1995,112760,http://www.imdb.com/title/tt112760,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDg2YTI0YmQtYzgwMi00Zjk4LWJkZjgtYjg0ZDE2ODUzY2RlL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL_.jpg",JXxFESHwnX0
15,16,Casino,"Crime, Drama",1995,112641,http://www.imdb.com/title/tt112641,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg",EJXDMwGWhoA
16,17,Sense and Sensibility,"Drama, Romance",1995,114388,http://www.imdb.com/title/tt114388,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzk1MjU3MDQyMl5BMl5BanBnXkFtZTcwNjc1OTM2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Ns17RQr1yK8
17,18,Four Rooms,Comedy,1995,113101,http://www.imdb.com/title/tt113101,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDc3Y2YwMjUtYzlkMi00MTljLTg1ZGMtYzUwODljZTI1OTZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",Rieq_TR7cV0
18,19,Ace Ventura: When Nature Calls,Comedy,1995,112281,http://www.imdb.com/title/tt112281,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGFiYTgxZDctNGI4OS00MWU1LWIwOGUtZmMyNGQxYjVkZjQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",DfqPjRMsRP0
19,20,Money Train,"Action, Comedy, Crime, Drama, Thriller",1995,113845,http://www.imdb.com/title/tt113845,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDEwNzcyNjkzNl5BMl5BanBnXkFtZTcwNzQyMzYxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",qPPUmzK5pPc
20,21,Get Shorty,"Comedy, Crime, Thriller",1995,113161,http://www.imdb.com/title/tt113161,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwODYzNDY4Ml5BMl5BanBnXkFtZTcwODkwNTgzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",yNLaTtpovys
21,22,Copycat,"Crime, Drama, Horror, Mystery, Thriller",1995,112722,http://www.imdb.com/title/tt112722,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWUwNDk2ZDYtNmFkMi00NjE5LWE1M2ItYTRkNTFjZDU3ZDU4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",lsmXhM4yfU0
22,23,Assassins,"Action, Crime, Thriller",1995,112401,http://www.imdb.com/title/tt112401,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGY2OWI5ZjQtYjY0Zi00Y2M4LWEwMmMtOTJhODYxYTExNWZlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",OOTTvrb4JZI
23,24,Powder,"Drama, Sci-Fi",1995,114168,http://www.imdb.com/title/tt114168,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NDczNjYwMV5BMl5BanBnXkFtZTYwNTI3Mjc4._V1_UX182_CR0,0,182,268_AL_.jpg",gHl-UHu2-lM
24,25,Leaving Las Vegas,"Drama, Romance",1995,113627,http://www.imdb.com/title/tt113627,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDg3MDM5NTI0MF5BMl5BanBnXkFtZTcwNDY0NDk0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",UMlYWZgCIgo
25,26,Othello,Drama,1995,114057,http://www.imdb.com/title/tt114057,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMzA2ODk2NV5BMl5BanBnXkFtZTcwMzQ4ODIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",RAYuASqrs94
26,27,Now and Then,"Children, Drama",1995,114011,http://www.imdb.com/title/tt114011,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MDQ1YjUtMGM0NC00NmFlLTljMDktZjJiNWRhMWYxOWYyXkEyXkFqcGdeQXVyNjgzMjI4ODE@._V1_UX182_CR0,0,182,268_AL_.jpg",RQLVzTtt2Ws
27,28,Persuasion,"Drama, Romance",1995,114117,http://www.imdb.com/title/tt114117,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5NzAwNDAyN15BMl5BanBnXkFtZTYwMjYzMDc5._V1_UY268_CR1,0,182,268_AL_.jpg",lYSHAyODiGs
28,29,"City of Lost Children, The (Cité des enfants perdus, La)","Adventure, Drama, Fantasy, Mystery, Sci-Fi",1995,112682,http://www.imdb.com/title/tt112682,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGQxZDMwYzYtYmFjNi00NWYyLThjZjAtMDJhODZhYTkyZDNhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR7,0,182,268_AL_.jpg",toH1vzAmDBI
29,30,Shanghai Triad (Yao a yao yao dao waipo qiao),"Crime, Drama",1995,115012,http://www.imdb.com/title/tt115012,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMzAwOTQyNF5BMl5BanBnXkFtZTcwNDU1MjgxMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",mQf3Ngg2cks
30,31,Dangerous Minds,Drama,1995,112792,http://www.imdb.com/title/tt112792,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjk2YjNkYTYtOTZkNy00ZmRkLWI5ODEtYzA4MTM3MzMyZjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",gA-5nLQCmW8
31,32,Twelve Monkeys (a.k.a. 12 Monkeys),"Mystery, Sci-Fi, Thriller",1995,114746,http://www.imdb.com/title/tt114746,"https://images-na.ssl-images-amazon.com/images/M/MV5BN2Y2OWU4MWMtNmIyMy00YzMyLWI0Y2ItMTcyZDc3MTdmZDU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",15s4Y9ffW_o
32,34,Babe,"Children, Drama",1995,112431,http://www.imdb.com/title/tt112431,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjg4ZjUzMzMtYzlmYi00YTcwLTlkOWUtYWFmY2RhNjliODQzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg",tVxeoUtVF0o
33,36,Dead Man Walking,"Crime, Drama",1995,112818,http://www.imdb.com/title/tt112818,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3NzA1MjM2N15BMl5BanBnXkFtZTcwMzY3MTMzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",pg-GMqPHIPQ
34,38,It Takes Two,"Children, Comedy",1995,113442,http://www.imdb.com/title/tt113442,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzdhMGU0MzEtZjg1Ny00YzE5LWE0MGQtMTNiN2UwN2I5ZDBjXkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_UX182_CR0,0,182,268_AL_.jpg",6PKq7YSpO6c
35,39,Clueless,"Comedy, Romance",1995,112697,http://www.imdb.com/title/tt112697,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxODIxODE2MF5BMl5BanBnXkFtZTgwOTA4NjQxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",XuHEa7pWAQY
36,40,"Cry, the Beloved Country",Drama,1995,112749,http://www.imdb.com/title/tt112749,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMDU1OTEwOF5BMl5BanBnXkFtZTcwMTg5NjEyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",zEY1dPRUrVU
37,41,Richard III,"Drama, War",1995,114279,http://www.imdb.com/title/tt114279,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MzMwMzIxMF5BMl5BanBnXkFtZTYwNTM0Nzc5._V1_UY268_CR2,0,182,268_AL_.jpg",OXc0-EME0C8
38,42,Dead Presidents,"Action, Crime, Drama",1995,112819,http://www.imdb.com/title/tt112819,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzE0NTI0MTM5MV5BMl5BanBnXkFtZTcwMzYwMTYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",eETnzbLwTs8
39,43,Restoration,Drama,1995,114272,http://www.imdb.com/title/tt114272,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5ODY5MTU5OF5BMl5BanBnXkFtZTYwNjcwNTY5._V1_UY268_CR1,0,182,268_AL_.jpg",CvsAuHYBgEQ
40,44,Mortal Kombat,"Action, Adventure, Fantasy",1995,113855,http://www.imdb.com/title/tt113855,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzJhYjYxMTctNmY4My00NGIzLThmN2MtYjgwMjlmZWNjMTJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",JHIfHL5UgFs
41,45,To Die For,"Comedy, Drama, Thriller",1995,114681,http://www.imdb.com/title/tt114681,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGZhYzgwNzItNDljNC00MDM4LThiYjEtNDRhNmE5NDk2MTQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",Y1uPXA1ceNo
42,46,How to Make an American Quilt,"Drama, Romance",1995,113347,http://www.imdb.com/title/tt113347,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzY3NTQ0NTM0NV5BMl5BanBnXkFtZTcwODkwMzgxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",K5_2VgJUSBA
43,47,Seven (a.k.a. Se7en),"Mystery, Thriller",1995,114369,http://www.imdb.com/title/tt114369,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",SpKbZ_3zlb0
44,48,Pocahontas,"Animation, Children, Drama, Musical, Romance",1995,114148,http://www.imdb.com/title/tt114148,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzc4YzhiN2ItY2Y4NC00YTA0LWEyMjEtNzllNTcxZDdjODhiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg",DSf_pVG8QZM
45,49,When Night Is Falling,"Drama, Romance",1995,114916,http://www.imdb.com/title/tt114916,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2OTU5MDMzN15BMl5BanBnXkFtZTcwMTkxNTEzMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",J5mszOh_Qis
46,50,"Usual Suspects, The","Crime, Mystery, Thriller",1995,114814,http://www.imdb.com/title/tt114814,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzI1MjI5MDQyOV5BMl5BanBnXkFtZTcwNzE4Mjg3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",oiXdPolca5w
47,52,Mighty Aphrodite,"Comedy, Drama, Romance",1995,113819,http://www.imdb.com/title/tt113819,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGM1NzM2ZjktNDM5ZS00YmExLTk5ZmYtNDdkNjdkNTdhZWZkXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg",-qz_zB2Pc2g
48,53,Lamerica,"Adventure, Drama",1994,110299,http://www.imdb.com/title/tt110299,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MTI5MjU3MF5BMl5BanBnXkFtZTcwMjMzODUyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",3Fd6ZlgOFqs
49,54,"Big Green, The","Children, Comedy",1995,112499,http://www.imdb.com/title/tt112499,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwODc3MDk3Nl5BMl5BanBnXkFtZTcwMTE5NTUyMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg",K4MltltKq4k
50,55,Georgia,Drama,1995,113158,http://www.imdb.com/title/tt113158,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWJiNjMwYzMtZWU5Yi00NGI0LTg5NGYtZDY4MWRiYjEwYTYzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg",jG9pUsmjAO8
51,57,Home for the Holidays,Drama,1995,113321,http://www.imdb.com/title/tt113321,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMTMyNzU4MV5BMl5BanBnXkFtZTcwMzIwMDkxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",ThH8WocPRM0
52,58,"Postman, The (Postino, Il)","Comedy, Drama, Romance",1994,110877,http://www.imdb.com/title/tt110877,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5NDI4NjQyOV5BMl5BanBnXkFtZTYwODI1NDE5._V1_UY268_CR3,0,182,268_AL_.jpg",0or7hSz-7gc
53,60,"Indian in the Cupboard, The","Adventure, Children, Fantasy",1995,113419,http://www.imdb.com/title/tt113419,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0NjQ5NzQxMl5BMl5BanBnXkFtZTcwMDc5NjUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",yoIBXVm_B9Y
54,61,Eye for an Eye,"Drama, Thriller",1996,116260,http://www.imdb.com/title/tt116260,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMzc5NTk0NF5BMl5BanBnXkFtZTYwOTYyMzU5._V1_UX182_CR0,0,182,268_AL_.jpg",jY56N6irNCk
55,62,Mr. Holland's Opus,Drama,1995,113862,http://www.imdb.com/title/tt113862,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDZhNDRlZjAtYzdhNy00ZjU1LWFlMDYtNjA5NjliM2Y5ZmVjL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg",JYoWGIrXiz0
56,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"Comedy, Crime",1996,116126,http://www.imdb.com/title/tt116126,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2NmM2M2MWItNjdlMC00ZWI3LTkwODUtZDNkYWZjYjgzZjY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",JAAhQwcJ20U
57,64,Two if by Sea,"Comedy, Romance",1996,118002,http://www.imdb.com/title/tt118002,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MDcxNjY5MV5BMl5BanBnXkFtZTYwNDMxMTk5._V1_UX182_CR0,0,182,268_AL_.jpg",Psql1jhaIiA
58,65,Bio-Dome,Comedy,1996,115683,http://www.imdb.com/title/tt115683,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzY0ZjI0NTUtNDE4Yi00OGU2LWExZDMtNTY1MTM3ZWE3MzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",9J6qOSUJXy0
59,66,Lawnmower Man 2: Beyond Cyberspace,"Action, Sci-Fi, Thriller",1996,116839,http://www.imdb.com/title/tt116839,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGI0ZDZhOGUtZDZiOS00NWE2LThjNzQtYzI3ZGFjODUwZjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",MubmJ2jwvOM
60,68,French Twist (Gazon maudit),"Comedy, Romance",1995,113149,http://www.imdb.com/title/tt113149,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NjczMTU1OF5BMl5BanBnXkFtZTcwOTAzNTQyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",Qd_88LUuHGU
61,69,Friday,Comedy,1995,113118,http://www.imdb.com/title/tt113118,"https://images-na.ssl-images-amazon.com/images/M/MV5BYmEwNjNlZTUtNzkwMS00ZTlhLTkyY2MtMjM2MzlmODQyZGVhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg",dxduMVVnrvU
62,70,From Dusk Till Dawn,"Action, Comedy, Horror, Thriller",1996,116367,http://www.imdb.com/title/tt116367,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjk3YmZhMDAtOWUzMS00YjE5LTkxNzAtY2I1NGZjMDA2ZTk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",9gQuxMD5jzU
63,71,Fair Game,Action,1995,113010,http://www.imdb.com/title/tt113010,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NjM0MDI1OF5BMl5BanBnXkFtZTcwMDQ1ODMyMQ@@._V1_UY268_CR11,0,182,268_AL_.jpg",YC3npzqwXcs
64,72,Kicking and Screaming,"Comedy, Drama",1995,113537,http://www.imdb.com/title/tt113537,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMjkwMzE4Nl5BMl5BanBnXkFtZTcwNzY0NzMzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",c_Q1WwePBNI
65,73,"Misérables, Les","Drama, War",1995,113828,http://www.imdb.com/title/tt113828,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NzgyNTk0N15BMl5BanBnXkFtZTYwNjk4MDU5._V1_UY268_CR2,0,182,268_AL_.jpg",hck5I4F1OgU
66,74,Bed of Roses,"Drama, Romance",1996,115644,http://www.imdb.com/title/tt115644,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjg4MzcxMzk3M15BMl5BanBnXkFtZTcwNzkzOTMyMQ@@._V1_UY268_CR8,0,182,268_AL_.jpg",GJ6-ymSjShg
67,75,Big Bully,"Comedy, Drama",1996,115676,http://www.imdb.com/title/tt115676,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzAzMmUyNTYtNTQ4Yi00ZDJmLTliMTAtOTFlY2U0ODNiMGNmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg",rZU6xGcShw8
68,76,Screamers,"Action, Sci-Fi, Thriller",1995,114367,http://www.imdb.com/title/tt114367,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2M2ZGM0NDUtODRhNS00MjcxLTg3ZWYtYjkyZDJkYmVjOWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1AeAvE3FxQ8
69,77,Nico Icon,Documentary,1995,113973,http://www.imdb.com/title/tt113973,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTY2MDM2NzcyM15BMl5BanBnXkFtZTcwMjk3MzcyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",xjPZbigB4NA
70,78,"Crossing Guard, The","Action, Crime, Drama, Thriller",1995,112744,http://www.imdb.com/title/tt112744,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjkwNWMyZjQtNmU5MS00ZWE1LWE3NzMtNGZjNTlhYzcwNjIzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg",kDdwRURSEzI
71,79,"Juror, The","Drama, Thriller",1996,116731,http://www.imdb.com/title/tt116731,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwOTc5MjYzNl5BMl5BanBnXkFtZTcwMjYzMTYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Awng-jZnkoY
72,80,"White Balloon, The (Badkonake sefid)","Children, Drama",1995,112445,http://www.imdb.com/title/tt112445,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5ODk5MDAwN15BMl5BanBnXkFtZTYwNDA3MjE5._V1_UX182_CR0,0,182,268_AL_.jpg",jL4l_tyPC0Y
73,81,Things to Do in Denver When You're Dead,"Crime, Drama, Romance",1995,114660,http://www.imdb.com/title/tt114660,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzI0OWEzZmItOGUyOC00M2Y2LWIzNDEtY2EzYzAwNWI0ZDkyXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX182_CR0,0,182,268_AL_.jpg",i1o_PO3ridY
74,82,Antonia's Line (Antonia),"Comedy, Drama",1995,112379,http://www.imdb.com/title/tt112379,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNjkwOTQ5NV5BMl5BanBnXkFtZTcwNjc3ODAyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",qiAyu1qKkfE
75,83,Once Upon a Time... When We Were Colored,"Drama, Romance",1995,114039,http://www.imdb.com/title/tt114039,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NDk2MDcyNV5BMl5BanBnXkFtZTcwMTQxNTMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",UwkAOHd8WRU
76,85,Angels and Insects,"Drama, Romance",1995,112365,http://www.imdb.com/title/tt112365,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTgwMTExNjk2M15BMl5BanBnXkFtZTcwNzQxNTEzMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",bdqnz-FtIog
77,86,White Squall,"Action, Adventure, Drama",1996,118158,http://www.imdb.com/title/tt118158,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NjIzMTI5OV5BMl5BanBnXkFtZTcwMjY0MzAyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",69ZoLvE9SpQ
78,87,Dunston Checks In,"Children, Comedy",1996,116151,http://www.imdb.com/title/tt116151,"https://images-na.ssl-images-amazon.com/images/M/MV5BN2RhOTA4YzAtNTg3NC00NmYxLWI1YjQtYzM4NTJlYzVhZGYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",FjPueQfeQLs
79,88,Black Sheep,Comedy,1996,115697,http://www.imdb.com/title/tt115697,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjc2NzU0YjUtYzkyNS00NjcwLWJiM2QtM2Y3YjFhMTQ0M2I3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",BRgCb1QjOv4
80,89,Nick of Time,"Action, Thriller",1995,113972,http://www.imdb.com/title/tt113972,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1OTk4OTM2NF5BMl5BanBnXkFtZTYwNzE4OTc4._V1_UY268_CR3,0,182,268_AL_.jpg",o6trRzB8fiA
